ID;Fecha inicio;Fecha fin;Transecto/Parcela;Observador/a 1;Observador/a 2;Viento;Temperatura;Nubes;Observaciones;longitud
534;2014-09-30 12:43:00;2014-09-30 13:00:00;Praillos;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
535;2014-09-30 13:15:00;2014-09-30 13:30:00;Sabinas;Mariano Guerrero Serrano (mguerreros);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;25-50% de nubosidad;0;
536;2013-04-09 13:00:00;2013-04-09 13:19:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;25-50% de nubosidad;0;
537;2013-04-16 14:10:00;2013-04-16 14:30:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
538;2013-04-16 12:46:00;2013-04-16 12:59:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
539;2013-04-16 12:00:00;2013-04-16 13:16:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
540;2013-04-16 11:25:00;2013-04-16 11:43:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
541;2013-04-16 10:30:00;2013-04-16 10:45:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
542;2013-04-23 11:40:00;2013-04-23 11:50:00;Fabriquilla;Javier Martín Jaramillo;Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0-25% de nubosidad;0;
543;2013-04-23 12:25:00;2013-04-23 12:35:00;Barranco de San Juan;Javier Martín Jaramillo;Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
544;2013-04-23 13:00:00;2013-04-23 13:10:00;Catifas;Javier Martín Jaramillo;Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;50-75% de nubosidad;0;
545;2013-05-03 12:45:00;2013-05-03 13:10:00;Fabriquilla;Javier Martín Jaramillo;Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;25-50% de nubosidad;0;
546;2013-05-03 11:10:00;2013-05-03 11:22:00;Catifas;Javier Martín Jaramillo;Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;50-75% de nubosidad;0;
547;2013-05-08 10:00:00;2013-05-08 10:15:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0-25% de nubosidad;0;
548;2013-05-08 10:48:00;2013-05-08 11:05:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
549;2013-05-08 11:46:00;2013-05-08 12:00:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
550;2013-05-08 12:18:00;2013-05-08 12:35:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;0;
551;2013-05-08 12:46:00;2013-05-08 13:05:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;50-75% de nubosidad;0;
552;2013-05-15 13:00:00;2013-05-15 14:45:00;Fabriquilla;Javier Martín Jaramillo;Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;0-25% de nubosidad;0;
553;2013-05-15 13:57:00;2013-05-15 14:15:00;Barranco de San Juan;Javier Martín Jaramillo;Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;50-75% de nubosidad;0;
554;2013-05-15 13:05:00;2013-05-15 13:15:00;Catifas;Javier Martín Jaramillo;Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;75-100% de nubosidad;0;
555;2013-05-15 12:40:00;2013-05-15 12:53:00;Praillos;Javier Martín Jaramillo;Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;50-75% de nubosidad;0;
556;2013-05-15 12:20:00;2013-05-15 12:30:00;Sabinas;Javier Martín Jaramillo;Desconocido;Fuerza 2 en la escala Beaufort: 6-11 km/h;;50-75% de nubosidad;0;
557;2013-05-23 12:40:00;2013-05-23 12:54:00;Fabriquilla;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
558;2013-05-23 11:47:00;2013-05-23 12:03:00;Barranco de San Juan;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
559;2013-05-23 11:10:00;2013-05-23 11:20:00;Catifas;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
560;2013-05-23 09:54:00;2013-05-23 10:40:00;Praillos;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza del viento no definida;;porcentaje de nubosidad no definido;0;
561;2013-06-03 13:08:00;2013-06-03 13:25:00;Fabriquilla;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
562;2013-06-03 12:22:00;2013-06-03 12:37:00;Barranco de San Juan;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
563;2013-06-03 11:40:00;2013-06-03 11:55:00;Catifas;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
564;2013-06-03 10:00:00;2013-06-03 10:17:00;Praillos;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
565;2013-06-10 14:00:00;2013-06-10 14:46:00;Fabriquilla;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
566;2013-06-10 12:40:00;2013-06-10 13:08:00;Barranco de San Juan;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
567;2013-06-10 11:53:00;2013-06-10 12:12:00;Catifas;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
568;2013-06-10 11:20:00;2013-06-10 11:36:00;Praillos;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
569;2013-06-10 09:23:00;2013-06-10 10:15:00;Sabinas;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
570;2013-06-10 10:45:00;2013-06-10 10:51:00;Hoya de la Mora;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
571;2013-06-17 13:52:00;2013-06-17 14:17:00;Fabriquilla;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
572;2013-06-17 12:51:00;2013-06-17 13:30:00;Barranco de San Juan;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
573;2013-06-17 12:05:00;2013-06-17 12:36:00;Catifas;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
574;2013-06-17 10:54:00;2013-06-17 11:05:00;Praillos;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
575;2013-06-17 10:30:00;2013-06-17 10:44:00;Sabinas;Javier Martín Jaramillo;Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
576;2013-06-25 15:00:00;2013-06-25 15:22:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
577;2013-06-25 14:21:00;2013-06-25 14:40:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
578;2013-06-25 13:31:00;2013-06-25 13:46:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
579;2013-06-25 12:46:00;2013-06-25 13:00:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
580;2013-06-25 11:51:00;2013-06-25 12:05:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
581;2013-06-25 11:30:00;2013-06-25 11:44:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
582;2013-06-25 10:50:00;2013-06-25 11:07:00;Cauchiles;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
583;2013-07-01 15:00:00;2013-07-01 15:15:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
584;2013-07-01 14:00:00;2013-07-01 14:20:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
585;2013-07-01 13:30:00;2013-07-01 13:41:00;Catifas;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
586;2013-07-01 12:40:00;2013-07-01 12:58:00;Praillos;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
587;2013-07-01 11:30:00;2013-07-01 11:43:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
588;2013-07-01 12:00:00;2013-07-01 12:17:00;Sabinas;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
589;2013-07-01 11:00:00;2013-07-01 11:14:00;Cauchiles;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
590;2013-07-09 14:00:00;2013-07-09 14:15:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
591;2013-07-09 13:15:00;2013-07-09 13:33:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
592;2013-07-09 12:50:00;2013-07-09 13:03:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
593;2013-07-09 12:23:00;2013-07-09 12:41:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
594;2013-07-09 11:47:00;2013-07-09 12:05:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
595;2013-07-09 11:10:00;2013-07-09 11:25:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
596;2013-07-09 10:37:00;2013-07-09 10:50:00;Cauchiles;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
597;2013-07-09 10:00:00;2013-07-09 10:16:00;Carihuela;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
598;2013-07-18 10:23:00;2013-07-18 10:37:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
599;2013-07-18 11:07:00;2013-07-18 11:25:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
600;2013-07-18 12:00:00;2013-07-18 12:19:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
601;2013-07-18 13:00:00;2013-07-18 13:19:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
602;2013-07-18 13:30:00;2013-07-18 13:45:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
603;2013-07-18 14:00:00;2013-07-18 14:14:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
604;2013-07-18 14:40:00;2013-07-18 14:57:00;Cauchiles;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
605;2013-07-18 14:49:00;2013-07-18 15:30:00;Carihuela;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
606;2013-07-25 15:30:00;2013-07-25 15:45:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
607;2013-07-25 14:50:00;2013-07-25 15:05:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
608;2013-07-25 14:00:00;2013-07-25 14:21:00;Catifas;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
609;2013-07-25 13:00:00;2013-07-25 13:24:00;Praillos;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
610;2013-07-25 12:27:00;2013-07-25 12:42:00;Sabinas;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
611;2013-07-25 11:00:00;2013-07-25 11:18:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
612;2013-07-25 10:30:00;2013-07-25 11:40:00;Cauchiles;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
613;2013-08-01 10:00:00;2013-08-01 10:15:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
614;2013-08-01 10:42:00;2013-08-01 10:59:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
615;2013-08-01 11:20:00;2013-08-01 11:38:00;Catifas;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
616;2013-08-01 11:45:00;2013-08-01 12:05:00;Praillos;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
617;2013-08-01 12:15:00;2013-08-01 12:33:00;Sabinas;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
618;2013-08-01 13:45:00;2013-08-01 14:03:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
619;2013-08-01 14:05:00;2013-08-01 14:23:00;Cauchiles;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
620;2013-08-01 14:30:00;2013-08-01 14:46:00;Carihuela;José Miguel Barea Azcón (jmbarea);Rogelio López Sanjuan (rogerlosan);Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
621;2013-08-12 10:30:00;2013-08-12 10:46:00;Barranco de San Juan;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
622;2013-08-12 11:00:00;2013-08-12 11:17:00;Catifas;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
623;2013-08-12 11:30:00;2013-08-12 11:48:00;Praillos;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
624;2013-08-12 11:55:00;2013-08-12 12:19:00;Sabinas;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
625;2013-08-26 14:52:00;2013-08-26 15:02:00;Fabriquilla;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
626;2013-08-26 14:15:00;2013-08-26 14:25:00;Barranco de San Juan;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
627;2013-08-26 13:46:00;2013-08-26 13:56:00;Catifas;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
628;2013-08-26 13:10:00;2013-08-26 13:17:00;Praillos;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;50-75% de nubosidad;0;
629;2013-08-26 12:53:00;2013-08-26 13:07:00;Sabinas;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 1 en la escala Beaufort: 2-5 km/h;;25-50% de nubosidad;0;
630;2013-08-26 11:40:00;2013-08-26 11:47:00;Hoya de la Mora;Rogelio López Sanjuan (rogerlosan);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
631;2013-09-03 11:22:00;2013-09-03 11:33:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
632;2013-09-03 11:30:00;2013-09-03 11:43:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
633;2013-09-03 12:30:00;2013-09-03 12:45:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
634;2013-09-03 13:20:00;2013-09-03 13:33:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
635;2013-09-03 13:43:00;2013-09-03 13:57:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
636;2013-09-03 14:20:00;2013-09-03 14:37:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
637;2013-09-12 13:45:00;2013-09-12 14:00:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
638;2013-09-12 14:20:00;2013-09-12 14:33:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
639;2013-09-12 12:30:00;2013-09-12 12:43:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
640;2013-09-12 12:06:00;2013-09-12 12:20:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
641;2013-09-12 13:43:00;2013-09-12 13:58:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
642;2013-09-12 12:25:00;2013-09-12 12:40:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
643;2012-03-08 11:35:00;2012-03-08 11:53:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
644;2012-03-08 12:19:00;2012-03-08 12:43:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
645;2012-03-08 12:20:00;2012-03-08 12:35:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
646;2012-03-27 11:30:00;2012-03-27 11:40:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
647;2012-03-27 12:15:00;2012-03-27 12:35:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
648;2013-03-27 12:39:00;2013-03-27 12:57:00;Praillos;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
649;2012-03-27 13:00:00;2012-03-27 13:15:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
650;2012-03-27 12:26:00;2012-03-27 12:45:00;Hoya de la Mora;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
651;2012-04-23 11:15:00;2012-04-23 11:30:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
652;2012-03-23 10:30:00;2012-03-23 10:44:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
653;2012-03-23 12:07:00;2012-03-23 12:20:00;Catifas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
654;2012-04-23 13:10:00;2012-04-23 13:20:00;Sabinas;José Miguel Barea Azcón (jmbarea);Desconocido;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
655;2012-05-07 11:05:00;2012-05-07 11:15:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
656;2012-05-07 12:25:00;2012-05-07 12:35:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
657;2012-05-07 13:50:00;2012-05-07 14:00:00;Catifas;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
658;2012-05-07 11:15:00;2012-05-07 11:20:00;Praillos;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
659;2012-05-07 11:50:00;2012-05-07 12:00:00;Sabinas;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
660;2012-05-17 10:00:00;2012-05-17 10:12:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
661;2012-05-17 10:44:00;2012-05-17 11:00:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
662;2012-05-17 11:20:00;2012-05-17 11:35:00;Catifas;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
663;2012-05-17 11:57:00;2012-05-17 12:10:00;Praillos;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
664;2012-05-30 14:00:00;2012-05-30 14:11:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
665;2012-05-30 13:40:00;2012-05-30 13:50:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
666;2012-05-30 13:00:00;2012-05-30 13:11:00;Catifas;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
667;2012-05-30 09:30:00;2012-05-30 09:40:00;Praillos;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
668;2012-05-30 10:10:00;2012-05-30 10:20:00;Sabinas;José Miguel Barea Azcón (jmbarea);Javier Martín Jaramillo;Fuerza 0 en la escala Beaufort: < 2 km/h;;0% de nubosidad;0;
